6.648359,4.628462,6.225996
6.622163,12.013076,3.726540
8.661930,10.380793,3.815777
6.354443,12.000948,4.215413
5.508369,10.768965,5.508865
5.468350,9.621578,4.080377
7.721683,4.356375,8.675947
7.980979,13.117951,5.584867
8.717492,4.686949,6.806694
12.873649,10.006985,6.405315
5.500290,5.898774,7.284246
7.749178,10.896632,5.610197
10.789625,9.668600,6.161310
7.129629,11.411778,4.752729
7.760867,13.318097,8.672437
7.051051,12.159722,6.097474
11.518336,8.259751,5.312998
6.493846,8.394178,5.381770
6.395480,11.170163,6.386204
6.203999,13.367617,7.725617
10.970637,11.179522,4.794402
5.095391,7.665359,6.297606
8.820977,8.014117,6.654925
10.497226,7.990362,5.375812
9.289844,13.883024,5.980146
9.412052,7.034832,6.303630
3.884412,12.573915,6.990971
10.739108,12.596087,5.355160
9.598367,13.837174,3.563544
9.099112,6.093229,6.674213
8.955293,13.349370,6.360554
9.359194,7.239078,6.853189
8.602181,5.718065,4.157291
8.266962,12.549992,7.325913
8.170082,7.437309,7.824699
8.612940,14.236995,5.515649
11.361906,9.815613,4.063020
5.075512,4.652854,6.230408
8.786977,7.089694,6.394778
10.477776,12.260839,8.613131
