21,21,23,18,17,13,14,13,25,13,19,11,20,22,23,19,17,12,15,10,23,22,30,15,12,17,14,15,9,16,9,11,13,20,10,17,28,21,17,21,11,10,15,21,14,13,18,5,12,18,23,13
11,25,13,39,19,23,38,10,26,18,17,10,39,9,22,42,15,18,12,4,20,36,24,17,17,18,15,31,8,18,6,14,8,8,10,17,18,16,12,33,10,18,13,19,10,12,26,3,11,18,24,13
28,22,24,20,16,15,19,15,27,41,19,14,26,25,37,61,20,27,7,4,23,24,33,17,18,16,25,14,12,34,13,11,11,17,6,13,26,32,65,26,14,15,16,33,14,14,18,5,13,17,22,17
18,23,15,19,12,16,8,14,12,7,18,9,24,22,30,25,16,93,16,6,20,112,29,12,6,12,16,21,5,16,10,7,21,28,11,19,25,20,23,23,6,9,20,19,14,16,28,3,13,13,25,5
26,23,91,15,12,15,13,25,22,13,27,5,11,20,19,22,32,70,42,16,11,22,29,12,24,17,8,33,11,7,8,6,15,23,6,13,31,35,11,16,16,19,24,26,16,15,16,4,14,19,17,10
52,17,61,15,20,12,33,11,21,18,34,29,14,10,19,44,20,17,35,18,15,10,24,23,19,20,9,11,4,14,12,20,9,64,25,24,22,12,13,16,14,13,19,16,17,16,16,2,18,12,32,15
32,19,39,16,16,13,10,8,29,7,21,5,50,31,16,14,34,12,13,12,61,30,36,16,42,18,22,34,5,8,9,13,10,9,8,15,43,25,26,22,25,8,14,20,16,14,19,4,15,25,28,20
18,26,15,38,18,10,28,29,50,31,18,10,20,23,23,38,64,45,23,13,34,24,38,12,13,15,20,6,11,12,11,12,15,24,9,10,29,23,96,54,7,6,18,23,13,16,24,9,14,11,26,10
27,23,32,25,11,14,9,12,26,15,27,4,6,20,30,10,22,26,10,5,34,25,27,20,12,22,8,19,12,10,8,19,13,15,8,24,23,28,9,14,8,8,26,14,12,18,32,4,10,23,24,13
33,16,53,7,17,10,37,8,23,6,19,18,28,15,43,7,30,6,11,8,44,13,32,18,18,26,15,27,7,17,11,6,17,22,8,18,32,21,10,20,11,8,25,23,16,18,16,7,5,23,24,12
9,24,15,16,20,10,7,19,17,10,30,14,34,17,15,25,14,28,8,6,44,42,25,12,22,15,6,15,9,13,8,22,11,23,19,10,27,18,20,13,6,12,12,34,15,15,15,5,13,25,25,22
12,27,30,18,29,7,14,14,27,7,22,13,23,68,43,11,6,25,13,7,21,20,17,20,18,10,7,20,14,28,8,14,18,11,15,14,35,24,12,17,8,10,18,17,21,12,17,6,12,16,38,16
19,25,18,32,18,10,14,7,25,20,25,4,12,21,26,74,18,31,10,5,17,18,55,21,18,13,7,21,13,33,5,17,14,25,11,15,29,24,5,19,10,15,17,14,17,28,16,3,9,18,25,13
20,28,19,34,23,7,30,12,26,33,20,14,27,15,47,147,9,35,32,3,10,78,42,22,15,24,20,22,8,16,13,11,18,21,17,11,30,18,8,29,10,8,13,12,17,21,16,3,19,11,23,22
27,25,13,30,20,10,10,13,20,26,21,15,18,18,48,33,12,11,9,18,18,47,27,14,4,16,15,18,7,40,11,34,31,23,13,27,17,24,37,23,14,7,13,43,11,16,18,6,16,24,33,11
20,22,31,13,24,10,18,28,39,18,32,35,17,14,35,26,12,15,53,6,11,156,20,12,9,24,17,6,10,12,7,5,23,34,15,11,32,47,32,36,10,9,15,32,12,18,14,8,23,24,43,9
40,19,13,44,17,22,13,7,25,39,19,11,44,11,21,17,22,10,35,30,24,22,30,13,9,29,23,15,10,12,6,13,19,32,15,15,24,17,16,53,8,10,28,42,18,14,15,5,9,13,13,15
17,23,23,29,19,13,21,7,27,22,22,8,13,27,16,5,18,9,12,11,30,9,54,10,55,21,8,18,9,12,11,10,27,17,21,26,28,19,10,7,13,20,29,12,23,13,24,5,13,29,27,21
21,28,25,30,17,14,20,12,17,21,20,15,25,17,61,23,11,9,17,8,26,37,31,15,6,24,13,15,9,14,6,10,12,17,7,21,31,6,44,16,9,10,17,27,11,24,17,6,9,28,18,12
22,18,11,20,19,12,23,12,30,20,19,14,26,24,52,61,31,16,28,13,34,61,37,9,6,21,8,15,6,7,11,10,17,18,25,13,23,31,13,6,12,7,16,7,11,19,14,3,13,14,26,12
12,23,13,33,18,8,10,9,21,29,15,6,28,26,30,5,15,8,10,5,24,16,34,7,8,12,37,10,14,35,10,10,11,24,6,17,41,24,14,7,17,16,23,24,9,29,14,9,12,11,23,15
28,20,27,22,23,19,11,18,28,14,17,13,26,29,26,20,13,16,12,8,25,75,28,20,9,19,17,12,7,8,7,9,13,12,10,14,22,9,48,57,9,6,16,12,13,16,15,3,17,17,29,12
46,21,33,32,15,12,9,9,24,14,20,3,45,28,27,81,14,9,21,15,19,91,31,19,16,26,14,32,15,4,5,13,22,15,12,17,42,39,11,31,13,14,21,24,21,6,17,4,10,18,24,20
18,26,33,6,16,11,43,8,27,13,19,13,24,15,31,29,17,9,5,6,36,17,24,27,26,15,13,27,21,17,12,9,12,27,14,11,31,11,16,20,36,9,22,11,17,19,20,3,9,20,36,8
12,22,37,10,15,13,15,22,24,12,17,5,8,15,18,9,45,16,33,9,47,60,23,12,15,17,13,30,8,7,12,3,9,28,9,14,28,64,5,5,13,12,13,42,6,19,24,5,38,14,35,18
11,10,24,18,22,17,19,8,22,17,20,8,15,19,24,30,16,6,43,5,16,30,44,10,18,23,9,11,8,44,6,31,14,21,10,17,35,21,20,7,14,14,14,31,13,24,18,5,10,38,16,8
22,17,43,23,19,41,7,4,41,31,21,47,35,31,19,32,15,15,21,13,13,32,58,23,6,26,10,24,9,21,6,7,8,24,10,10,28,15,17,6,4,7,22,11,17,16,16,1,10,11,18,11
19,17,22,12,10,7,13,5,23,17,16,17,16,54,24,34,21,23,18,8,22,39,26,13,15,9,18,10,21,18,11,9,27,19,9,16,32,8,60,5,17,15,22,18,20,9,14,5,23,14,25,17
39,15,30,16,10,13,7,8,35,22,11,15,12,46,17,26,26,9,23,6,21,20,40,9,17,22,12,26,14,23,7,13,16,8,8,18,20,18,57,12,11,10,16,28,11,20,20,4,14,20,39,12
50,15,38,8,22,5,51,10,22,21,21,8,8,15,37,58,8,14,11,12,30,61,20,20,10,15,22,20,20,16,6,9,15,24,17,15,36,28,25,15,8,17,15,27,22,13,22,6,7,18,17,12
10,19,31,20,19,18,17,11,21,15,28,10,25,31,41,26,25,20,19,13,16,17,30,25,8,22,10,8,6,20,6,10,8,13,22,17,30,22,34,15,7,23,17,8,16,24,16,8,8,18,21,25
14,34,40,33,22,68,17,18,46,37,15,21,10,26,30,42,12,9,17,5,31,11,32,18,9,21,7,18,11,31,10,6,24,20,14,19,25,14,25,21,10,13,15,14,11,6,24,6,26,17,20,12
25,19,21,10,19,15,22,12,24,9,15,20,22,45,24,18,16,9,6,4,24,36,17,21,18,26,9,18,9,16,9,29,12,9,6,15,25,12,33,40,15,8,21,16,10,16,14,7,13,25,23,13
